"id","case_code","category_code","case_content","create_user","create_time","modify_user","modify_time","del_stat","version_no"
"78","109512030000000c01","109512030000000c","确诊病例于5月11日【起止时间】回家探亲【频次】乘坐T114途径常州，同车厢乘客存在感染风险【影响】。",NULL,"2023-05-23 00:35:25",NULL,"2024-01-18 07:00:22","0","0"
"79","109512030000000c02","109512030000000c","渣土车车辆京abcde每日【频次】都会多次运送途径经海路路口，于5月22日【起止时间】途径经时，由于超载、未按要求盖严，撒落垃圾，污染土壤【影响】。",NULL,"2023-05-23 00:35:25",NULL,"2024-01-18 07:00:22","0","0"
"80","109512040000000201","1095120400000002","为支持武汉抗议工作【动因】，中铁四局机电公司的建设工人在2020年2月3日-5日【起止时间】不分昼夜地参与建设武昌方舱医院，属于新建加改造【类型】，工人【角色】的工期【工期】被安排非常密集，工程必须按计划完成【进程】，最终验收也必须做到达标【评估】，建成之时即接收第一批病人，本次工程耗资巨大，且需要工人的雇佣成本也非常高【成本】，但是在非常多热心市民的免费出力情况下，任务如期完成！【进程】",NULL,"2023-05-23 00:35:25",NULL,"2024-01-18 07:00:22","0","0"
"81","109512040000000202","1095120400000002","为满足业务需要，2020年起【起止时间】京东集团总部三号楼开展建设工程【类型】，本次为适应业务发展的扩建项目【动因】，项目经理【角色】等部分岗位需要相关【执业资格】，实际进展相较于规定稍有落后【进程，工期】。但是根据合同规定，工期稍有推迟符合正常情况【评估】，同时，京东集团工作人员在保证安全、质量的前提，制定了详细的资金使用与管理制度，最大程度节省耗资【成本】。",NULL,"2023-05-23 00:35:25",NULL,"2024-01-18 07:00:22","0","0"
"82","109512050000000501","1095120500000005","某人A从售楼处花费100万元【获取成本】购买住房后【来源】，拥有房屋的所有权和使用权【类型】，用于居住或出租【用途】，同时需要对拥有的房屋缴纳契税【拥有成本】，拥有关系【评估】合法",NULL,"2023-05-23 00:35:25",NULL,"2024-01-18 07:00:22","0","0"
"83","109512050000000502","1095120500000005","农村土地由村集体合法【评估】免费【获取成本】【拥有成本】分配给农民【来源】，农民拥有土地的使用权【类型】，用于耕作以获取收益【用途】",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"84","109512060000000801","1095120600000008","二手房交易中，房屋所有者A在2022年5月【起止时间】为了变现投资【动因】以10万/平米的【价格】合法【评估】挂牌【方式】出让房屋产权及使用权【权利类型】，获取金钱收益【结果】，并给房产中介支付2%的佣金【成本】，现在处于出售中，暂未找到买家的状态【进程】",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"85","109512060000000802","1095120600000008","房屋所有者A本月【起止时间】出让使用权【权利类型】，委托给某地产中介【方式】并支付1%佣金和装修费用【成本】，可以在未来获得租赁费【结果】1万元/月【价格】，【动因】是为了闲置房屋带来额外收入，【进程】处于合同签订中，经【评估】合法",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"86","109512070000000b01","109512070000000b","22年5月【起止时间】北京疫情风险升高，为了阻隔外界风险接触面【动因】，社区人员对小区实行封闭式管理，只出不进【类型】属于直接管理，【权限范畴】包括出入小区、出入楼栋管理，【方式】主要是现场督办形式，使用的【工具】有消杀喷壶、防疫封条、摄像头等，其中社区管理员为落实社区层面防疫政策，可酌情适当加强人力、物力安排【成本】。经过社区居民与防疫人员的共同努力，疫情管控卓有成效。【评估结果】",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"87","109512070000000b02","109512070000000b","雄安新区规建局的管理员从19年起【起止时间】间接监管【类型】雄安各工地情况，使用摄像头、安全头盔感知设备、卡口传感器、工地智能化管理平台等【工具】，通过远程监控、文件审阅、定期抽检、现场督办等【方式】，以及监测、督导工地安全，其中工作执行人员主要为规建局工地监管员【角色】，其主要工作【权限范畴】包括监督工地管理者在合规设备操作、安全设施规范佩戴、危险物品规范处理等方面的管理情况，且他们拥有部分规建局机构赋予的权力【权力来源】，这部分的工作人员耗资是人力成本的组成成分之一【成本】",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"88","109512080000000101","1095120800000001","京东大厦的保洁人员A【角色】属于京东员工，自2021年入职以来（【起止时间】）负责大厦12层的保洁工作，每天一次【频次】使用清洁液、拖把、抹布等【工具】清洁消毒工作场所，保障正常卫生、保障环境疫情阴性【动因】，获得工资【成本】，被【评估】绩效良好，【技能要求】熟悉保洁工作",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"89","109512080000000102","1095120800000001","消防站的维护人员【角色】A从2021年1月入职以来【起止时间】负责维护消防车的通道顺畅无杂物，以保障消防车顺利出车【动因】，【类型】属于消防安全，属于所有方自行维护，【成本】包含在人员的人力成本中，领导定期检查【评估】没有杂物，使用常见的清洁和搬运【工具】，每日检查一次【频次】，【技能要求】无",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"90","109513010000000701","1095130100000007","2017年12月【时间】，陈杰人通过“杰人观察视角”公众号【工具】发表【角色】《添堵还是炫富？贵州毕节市在北京豪华酒店开扶贫报告会》等多篇文章，蓄意炒作【类型】毕节在北京召开扶贫招商会一事，给毕节市政府、金海湖管委会施压，促使请托人施某某与毕节市政府、金海湖管委会签订《毕节XX汽配城项目补充协议》，顺利拿到土地证【影响程度】。事后，陈杰人非法获利140万元",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"91","109513010000000702","1095130100000007","2020年12月19日【时间】，歌手张韶涵受邀【角色】现身湖北宜昌兴发商业广场的开幕活动现场演出【原因】，张韶涵在舞台上连唱两首歌曲后，工作人员上台与她交谈，随后张韶涵很遗憾的向歌迷告知：“刚才收到反馈，目前已引起交通瘫痪【影响程度】，出于对疫情防控工作需要，以及对现场观众的身体健康、安全出行等各方面因素的考虑，我要提前离场，对不起”。该事件为无意【类型】",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"92","109513020000000a01","109513020000000a","李教授因是人工智能领域权威学者【条件】，受邀【类型】作为特邀讲者【角色】在人工智能学术研讨会议发表主题演讲【方式】，考虑到学术推广及该会议的重要性【动因】，李教授接受该邀请，开会前一天李教授对演讲内容进行整合精炼【成本】，于2020年11月2日上午9点到11点【起止时间】参与该会议。通过参加该会议，李教授进一步扩大了自身的学术影响力【结果】",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"93","109513020000000a02","109513020000000a","2020年11月-12月【起止时间】，李某因为其优异的工作表现【条件】，被邀请【类型】参与项目A的共同建设，主要参与业务规划，并为团队提供相关业务指导【角色，方式】，考虑到该项目对于自身业务成长的促进作用【动因】，李某接受了该邀请，最终李某出色的完成了相关任务，并获得晋升机会【结果】",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"94","109513030000000001","1095130300000000","2020年11月2日上午10点整，某市道路A发生两车相撞事故，事故发生5分钟内【响应时间】，交警与警保联动工作人员一起赶赴现场【方式】，经询问得知周某倒车时与金某停放的轿车发生碰撞。警保联动工作人员现场评估定损，并联系保险公司进行理赔。从事故发生到定损理赔【结果】，全程只用了20分钟，该事故的处置【起止时间】为10.05-10.20，【进程】为处置完成",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"95","109513030000000002","1095130300000000","日前，三亚12345接到市民投诉称，三亚动车站站前设置的低栏杆存在安全隐患。但因栏杆权属不清，该问题辗转多部门均未得到解决。2022年5月19日下午【响应时间】，三亚市12345政府服务热线管理办公室牵头组织召开现场协调会【方式】，三亚市交通运输局、市交警支队、三亚交通投资集团有限公司、三亚动车站、吉阳区执法局、吉阳区住建局等多部门参与，就“绊脚”栏杆权属问题、修缮方案展开了讨论。经过现场多方核实、反复协商决定继续保留低栏杆，并由吉阳区住建局进行修缮，重新刷漆、贴上反光条、增强夜间照明【结果】。5月21日，吉阳区住建局及时修缮，目前被投诉栏杆已重新“安全上岗”【进程】",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"96","109513040000000301","1095130400000003","2020年6月【时间】，开化县交通运输局在联合多家单位开展专项检查行动后，再组织人力实行24小时值班监管【类型，频次】，灵活运用重点营运车辆联网联控系统、浙江省危化物流管控子系统、浙江省运政信息系统等软件【工具】，对辖区内危化品运输企业实行动态远程监控【方式】，对企业专职监控员是否在岗、责令停运的重点车辆是否违规行驶等信息进行24小时监督【权限范畴】",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"97","109513040000000302","1095130400000003","为保障网络信息安全【类型，权限范畴】，网信办工作人员借助舆情监测系统【工具】，并安排人工24小时轮值【成本，】，全面实时【频次】远程监测【方式】包括新闻、论坛、博客、微博等全网舆情数据，设定特定舆情告警规则，一旦触发告警机制【评估结果】，通过邮件、弹窗、微信、短信等形式告警，早发现早响应，获取舆论主导权",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"98","109554010000000701","1095540100000007","公司A自主研发的自动化【自动化水平】的生产线于2020年7月落地使用后，产量得到了迅速提升，每个月的产量可达3000台，包括AGV机器人、自动化打包装等【工具】，且降低了生产成本，原1人1天生产1台，现1人一天可生产1.5台【成本】。2020年11月【起止时间】，目标产量3200台【目标产量】，实际生产3500台【实际产量】，超额【评估结果】完成生产任务",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"99","109554010000000702","1095540100000007","传统手工企业A结合数字化软件工具（如绘图软件）【工具】，建设半自动化【自动化水平】的手工作坊。在当前工艺下，每件手工品需3人时【成本】，每月目标2千件【目标产量】，2020年3月【起止时间】，实际生产2500件【实际产量】，超额【评估结果】完成生产任务",NULL,"2023-05-23 00:35:26",NULL,"2024-01-18 07:00:22","0","0"
"100","109554020000000a01","109554020000000a","公司A于2018年7月30日基于生产需求【用途】购入【来源】一批生产设备B（20台），花费约200万【获取成本】，拥有的起止时间即2018年7月30日至今【起止时间】，期间维护设备花费50万元【拥有成本】，购买过程合法【评估结果】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"101","109554020000000a02","109554020000000a","2018年7月，公司A当月生产【来源】产品B 两万件，购买原料花费50万元【获取成本】，卖出【用途】其80%，剩余产品B 4千件，即其中1.6万件产品的被拥有【起止时间】为其生产到卖出的时间，剩余未卖出产品存放于库房内花费租金5千元【拥有成本】，生产过程及产品质量合法【评估结果】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"102","109554030000000001","1095540300000000","公司A为扩展业务进行融资【动因】，于2018年11月6日【开始时间】开始办理股权出质【类型】，出质股权所有权【权力类型】，拟贷款【方式】5千万【价格】，经过一系列的手续流程【评估结果，合法流程】后，于20日【结束时间】办理完成【进程】，最终获得贷款资金【结果】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"103","109554030000000002","1095540300000000","疫情期间众志成城【动因】，公司A于2020年3月【起止时间】为武汉免费捐赠【方式】防疫物资【类型】达两千万【价格】,捐赠物品归当地红十字会所有【权利类型】，整体流程合法合规【评估结果】，捐赠结束后【进程】，获得了社会各界的认同【结果】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"104","109554040000000301","1095540400000003","每天6点到21点【起止时间】，社区相关工作人员对社区周边停车车辆进行直接管理【类型】，主要负责检查、指导停车规范【权限】，通过手机等设备【工具】对不规范问题进行拍照留存及相互配合联系【方式】，并联系相关业主对停车问题进行处理",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"105","109554040000000302","1095540400000003","每天9点到18点【起止时间】，公司A质量检测组借助红外探测仪等质检工具【工具】对生产产品B进行质量把关【权限、类型】，方式主要为批次抽检【方式】。每月进行3批次质量检测，每批次约需8人时【成本】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"106","109554050000000601","1095540500000006","公司A IT技术部门定期【起止时间】对公司内使用超过3年的电脑设备进行统一更换维修【类型】，主要检查性能问题，并对相关硬软件进行升级更新【范围】。【角色】为所有者，【工具】包括问题检测软件、及需更新的软硬件。一部电脑的维护成本为3人时【成本】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"107","109554050000000602","1095540500000006","公司A接到公司B的设备维护需求，于2020年8月3日-4日【起止时间】，对公司B的厂区的设备C进行更新维护【类型】，主要检查性能问题，并对相关软硬件进行升级更新【范围】，【角色】为第三方，【工具】包括质检设备、及需更新的软硬件。维修成本约为16人时【成本】，最后由公司B相关人员对维护结果进行评估验收【评估结果】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"108","109554060000000901","1095540600000009","公司A为筹备及宣传活动【来源】，于2018年6月到9月【起止时间】，就活动logo设计方案发起公开招标【职责】，要求原创【类型】、中国风【风格】，投标需完成草图和细化【进程】，引起广泛关注【影响】，由专业及大众评审进行评估，前三名方案均有一定的奖励",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"109","109554060000000902","1095540600000009","2018年6月到9月【起止时间】，设计公司B参加公开设计大赛【来源，职责】，根据其原创【类型】、现代派【风格】等设计要求，提交设计作品结果图【进程】，在比赛中等级为优秀，排名第二【评估结果】，广受好评【影响】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"110","109554070000000c01","109554070000000c","公司A应中标项目要求，项目执行期间【起止时间】，组织施工队使用起重机等设备【类型】进行工地建设，通过数字化设施高效完成项目【动因】，最终如期、高质量完成【评估】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"111","109554070000000c02","109554070000000c","公司B为了提升工作效率【动因】，于2020年1月-11年【起止时间】完成一版自研办公产品【类型】，内部员工日常使用自研产品进行交流协作，大幅度提升工作效率【评估】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"112","109552010000000501","1095520100000005","2015年8月16日，京东亦庄总部大楼【类型，办公用地】正式启用【驻扎】，是斥资10亿【费用金额】自建【驻扎费用负担方式】完成，其驻扎【起止时间】即2015年8月16日至今，促进了周边经济发展【影响】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"113","109552010000000502","1095520100000005","奶茶店A为了拓展业务，于2018年8月16日在商业大厦B租赁【驻扎费用负担方式】其中一间工作室作为办公场所【类型】，租期2年，租金为2万/年【费用金额】，其当前驻扎【起止时间】即2018年8月16日-2020年8月16日",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"114","109552020000000801","1095520200000008","2017年8月16日至2018年8月16日【起止时间】，历时一年，从2017年8月16日开始打地基，到2018年8月验收【工期】，工程项目B建设完成【进程】，该项目是公司A中标的项目【类型、动因】，最终履行合同如期、高质量【质量、评估】完成",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"115","109552020000000802","1095520200000008","2019年7月【开始时间】，建设公司A为满足业务需求打算建设临时办公用地【动因、类型】，目前进度80%【进程】，预计2019年8月16日完成【工期】，执行至今，计划如期高质量进行【评估、质量】",NULL,"2023-05-23 00:35:27",NULL,"2024-01-18 07:00:22","0","0"
"116","109552030000000b01","109552030000000b","2018.03.23，公司A为自身建设【用途】以2千万元【获取成本】中标【来源】获得土地B的合法使用权（四十年）【类型】，整体流程合法进行。该土地使用权的拥有【起止时间】为2018.03.23-2058.03.23，截止目前开发成本以花费100万元【拥有成本】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"117","109552030000000b02","109552030000000b","2018.03.23，公司A因为业务扩展需求【用途】，在拍卖【来源】中以25万元【获取成本】拍得荒山B的合法30年经营权【类型】，截至目前开发成本15万元【拥有成本】，整体流程合法进行。该经营权的拥有【起止时间】为2018.03.23-2048.03.23",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"118","109552040000000101","1095520400000001","城市A土地管理部门为了本地经济发展【动因】，将土地B使用权【权利类型】进行招标【方式】出让【类型】，经过一系列合法【评估结果】手续流程，于2018年12月12日【时间】与公司B正式签署出让合同【进程】，出让【结果】为30万",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"119","109552040000000102","1095520400000001","基于业务需求【动因】，房地产公司将房屋使用权【权利类型】进行出售【类型、方式】，不同户型定价不同【结果】。2018年12月【起止时间】，当月房屋预售【进程】2000套，按照合法手续流程【评估结果】，收取预售定金",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"120","109552050000000401","1095520500000004","2020年1月-11月【起止时间】，为了高效监管项目状态【权限范畴】，公司A花费2万元【成本】利用BIM平台【工具】，通过虚拟施工仿真与演练【方式】，提前发现设计、施工等方面存在的问题，优化施工方案，形成工程建设领域的“先试后造”模式，实现质量管理数字化、精细化【类型】，执行力强【评估结果】，确保了建设工作顺利进行",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"121","109552050000000402","1095520500000004","公司A对其自建办公大楼进行24小时【起止时间】直接安全管理【类型、权限范畴】，通过闸机等【工具】、安保人员现场值班监督【方式】等，保障办公区域的安全，管理水平较高【评估结果】，花费5万元【成本】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"122","109552060000000701","1095520600000007","为保障环境质量，公司A打算对办公大楼附近的绿化【类型】进行维护改造，通过洽谈交流，与第三建设方【角色】达成交易（建设成本50万【成本】），于2018年6月到7月【起止时间】进行绿化改造，维护过程中涉及挡板、修剪机等【工具】。目前维护进度为80%，建设按照计划、高质量推进中【评估】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"123","109552060000000702","1095520600000007","公司A【角色：所有方】雇佣清洁人员对办公区域进行定时【起止时间】清扫【类型】，包括消毒液、毛巾等清洁【工具】，巡检人员对其清扫质量进行【评估】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"124","109553010000000601","1095530100000006","2022年5月18日【时间】，增加品牌影响力推进政府合作【动因】，京东科技在无锡市经开区太湖湾信息技术产业园作为主办方【职责】参加京东科技数智供应链助力产业新增长沙龙，为推动产业增长【目的】，目前与无锡经开区已合作建成“京东智能城市（长三角）数字经济创新基地”【行为】，极大影响了本地高科技产业集聚和人才集聚【影响】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"125","109553010000000602","1095530100000006","2022年5月22日【时间】，因北京【地点】疫情持续爆发【动因】，北京市卫健委作为主办方【职责】召开北京市疫情防控第342场发布会，为了控制疫情【目的】，持续进行密接排查和区域核酸筛查【行为】，将管控措施常态化进行，此举措将直接影响全北京人民生活工作【影响程度】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"126","109553020000000901","1095530200000009","2022年3月【起止时间】，因近期西伯利亚寒流影响，我国东北地区出现大面积降温，部分地区出现大雪，A农产品公司因农作物被大面积【程度】冻伤，产生部分经济损失【类型】１千万【结果】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"127","109553020000000902","1095530200000009","2021年7月中下旬【起止时间】，因A某乱扔扔烟头导致特大山火，一村庄收到严重影响【程度】，受灾任人数398人，直接经济损失【类型】约1200.6万元【结果】，此次事件A某负全责",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"128","109553030000000c01","109553030000000c","2022年5月1日【时间】，12345办事处，通过线上【方式】系统【工具】接收【流程】群众上报垃圾堆放事件，经核实，北京致远公司存在建筑垃圾乱放的中等违规【评估结果】操作，已移交【状态】城管局进行罚款【结果】处理",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"129","109553030000000c02","109553030000000c","2022年3月21日【时间】，交通局在线下【方式】卡点检查【流程】时发现京ASFFRR车主存在酒驾违规【评估结果】行为，情节严重，已移交【状态】公安局进行处罚【结果】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"130","109553040000000201","1095530400000002","2022年1月-3月【时间】冬奥会期间，冬奥保障【职责】组通过区域摄像头【工具】视频监控进行远程【方式】状态监管【权限范畴】，保证冬奥会期间场地、人员安全【评估】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"131","109553040000000202","1095530400000002","2022年1月-5月【时间】，交警大队作为道路交通监管方【职责】【权限范畴】，通过线上系统，包括测速仪【工具】、摄像头登，远程监管【方式】道路违规事件，维护交通安全稳定【评估】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"132","109534010000000101","1095340100000001","马王堆汉墓于1972～1974年【起止时间】先后进行3次考古发掘，出土的古籍记载【类型】了不少当时的历史事件，包括《战国策》。马王堆汉墓的发现，为研究汉代初期埋葬制度、手工业和科技的发展及长沙国的历史、文化和社会生活等方面提供了重要资料【影响】",NULL,"2023-05-23 00:35:28",NULL,"2024-01-18 07:00:22","0","0"
"133","109534010000000102","1095340100000001","2014年4月16号上午8时58分至上午11时左右【起止时间】，伴随【类型】着韩国世越号客轮在海上完全沉没，304人失去了生命【影响】",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"134","109534020000000401","1095340200000004","2022年2月4日 至 2022年2月20日【起止时间】，超高速4K轨道摄像机系统“猎豹”在速度滑冰赛事中发挥着重要作用【重要性】，它可根据直播需要，实现加速、减速和超越等动作，从而更加灵活和随意地捕捉速滑比赛中的各种场面【作用】",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"135","109534020000000402","1095340200000004","自2019年底至今【起止时间】，口罩已经成为人们日常抵御新冠病毒的必备工具【重要性】，因其可以达到阻挡有害的气体、气味、飞沫、病毒等物质的作用【作用】",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"136","109534030000000701","1095340300000007","2020年春节期间【起止时间】，受突如其来的新冠疫情和口罩日产能不足的影响【原因】，直接造成【方式】口罩成为了那年春节期间被疯抢的“年货”【结果】。并且引发了较大范围【程度】的连锁反应，例如中国纺织品商业协会紧急协调推动生产企业春节期间复工复产、北京济民康泰大药房有限责任公司丰台区第五十五分店坐地起价和售卖假口罩等",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"137","109534030000000702","1095340300000007","在过去的2021年【起止时间】，受部分房企暴雷影响【原因】，直接造成【方式】部分房屋被延迟交付或有条件交付【结果】，引发了一系列较大【程度】连锁反应，例如业主拉横幅维权等",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"138","109534030000000703","1095340300000007","在过去的2021年【起止时间】，受持续降雨的影响【原因】，直接造成【方式】山东聊城露地生产的菠菜被浸泡了，无法及时安排农民补种它们【结果】。彼时只有辽宁等地的少数大棚菠菜可以上市，影响范围较大【程度】，供应量急剧下降，导致蔬菜价格上涨",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"139","109524010000000b01","109524010000000b","工作日的早晨8点半至9点半左右【起止时间】，京东总部大厦1号楼C座门口相邻【类型】100米【距离】的西北方向【方位】总会驻留大批员工车辆和社会车辆。",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"140","109524010000000b02","109524010000000b","2022年5月【起止时间】，水晶公园广场里【类型】东南方【方位】距公园中心300米【距离】的空地停了一架直升机。",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"141","109524010000000b03","109524010000000b","自2022年5月4日起【起止时间】，经海路地铁站站口【类型】东北方向【方位】50米范围内【距离】将增加共享单车的投放。",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"142","109524020000000101","1095240200000001","2020年3月1日下午3点【起止时间】，47公交车经停【动因】经海路公交站台，站台支撑了公交车停靠【类型】，合理停留30秒后开走【状态】",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"143","109524020000000102","1095240200000001","2022年4月3日【起止时间】，危化品车辆沪AHHHII在长城工业区驻留【动因】，工业区支撑了车辆停靠【类型】，此驻留并未提前申请运单，属于异常驻留【状态】",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"144","109524020000000103","1095240200000001","自1958年5月1日至今【起止时间】，人民英雄纪念碑一直伫立【状态】在北京天安门广场中心，天安门广场支撑着人民英雄纪念碑【类型】，它是中华人民共和国政府为纪念中国近现代史上的革命烈士而修建的纪念碑【动因】",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"145","109524030000000401","1095240300000004","2022年5月23日【起止时间】，利民小区旁的加油站以8.4元/升【价格】的价格给京SDJFAIN车进行了燃料补充【类型】",NULL,"2023-05-23 00:35:29","admin","2024-01-18 07:00:22","1","0"
"146","109524030000000402","1095240300000004","2022年5月23日【起止时间】，利京东洗车店以50元/次【价格】的价格给京SDJFAIN车进行了洗车保养【类型】",NULL,"2023-05-23 00:35:29","admin","2024-01-18 07:00:22","1","0"
"147","109523010000000a01","109523010000000a","2014年12月31日23时35分左右【起止时间】，正值跨年夜活动，因很多游客市民聚集在上海外滩迎接新年，上海市黄浦区外滩陈毅广场东南角通往黄浦江观景平台的人行通道阶梯处底部【相对位置】有人失衡跌倒，继而引发多人摔倒、叠压，致使拥挤踩踏事件发生，造成36人死亡，49人受伤",NULL,"2023-05-23 00:35:29",NULL,"2024-01-18 07:00:22","0","0"
"148","109523010000000a02","109523010000000a","2022年5月24日11点40分左右【起止时间】，贵阳市花溪区思杨路发生一起车祸，两名男子从思杨路附近的交叉路口穿马路到对面，走到马路中间【相对位置】就被面包车撞了，两人瞬间被撞倒",NULL,"2023-05-23 00:35:30",NULL,"2024-01-18 07:00:22","0","0"
"149","109523020000000001","1095230200000000","2022年2月4日 至 2022年2月30日【起止时间】，在北京冬奥会期间，张家口崇礼太子城地区辅助【角色】北京市承办了北京冬奥会雪上项目的比赛【动因】，为此张家口赛区修建了云顶滑雪公园、国家跳台滑雪中心、国家越野滑雪中心和国家冬季两项中心等四个竞赛场馆【方式】",NULL,"2023-05-23 00:35:30",NULL,"2024-01-18 07:00:22","1","0"
"150","109523020000000002","1095230200000000","截至2021年底【起止时间】，北京道路测试安全行驶里程累计已超过3911694 公里，连续3年保持增长，处于全国领先地位。北京经济技术开发区开放了部分道路作为自动驾驶车辆测试道路【动因】，辅助了【角色】北京市自动驾驶车辆的技术测试。上道路测试的自动驾驶车辆应当取得临时行驶车号牌，并在指定的道路进行测试【方式】",NULL,"2023-05-23 00:35:30",NULL,"2024-01-18 07:00:22","1","0"
"151","109523030000000301","1095230300000003","2017年8月23日15时左右【起止时间】，受台风“天鸽”影响，珠海市香洲区金海湾花园地下车库出现海水倒灌，部分群众被困【结果】。由于物业【责任方】防汛措施不及时，导致地下车库积水浑浊不清，水下障碍物多，逃生通道被毁【类型】，使得救援难度较大【程度】。军地领导仔细研判后，组织蛙人下水营救，经过10余次反复下潜，最终发现生命迹象，军地联手成功营救出数名群众",NULL,"2023-05-23 00:35:30",NULL,"2024-01-18 07:00:22","0","0"
"152","109523030000000302","1095230300000003","2022年5月【起止时间】，北京房山区阳城环路1号的韵达快递长阳分部存在外来人员进入工作多日并确诊阳性情况。从而导致发生聚集性疫情【结果】，威胁【类型】了周边居民的身体健康，情节十分严重【程度】。目前，承包经营韵达快递长阳分部的北京顺江得运输有限公司【责任方】已被公安机关以涉嫌妨害传染病防治罪立案侦查",NULL,"2023-05-23 00:35:30",NULL,"2024-01-18 07:00:22","0","0"
